problem_class,question,answer
"[""Network Optimization""]","Let's consider a scenario where we have a set of interconnected computer servers intended to distribute data packets. The servers are set up in a network of 6 nodes, ranging from Node 0, the source, to Node 5, the destination. The connections between servers have a certain data transfer capacity, representing the maximum number of data packets that can be sent per unit time.

Here's how the capacities of each connection, represented in thousands of data packets per unit time, are distributed:

- From Node 0 (Source): Can send data to Node 1 (11 packets), Node 2 (8 packets), Node 3 (11 packets), Node 4 (20 packets), and Node 5 (16 packets).
- From Node 1: Can send data to Node 0 (15 packets), Node 2 (11 packets), Node 3 (16 packets), and Node 5 (20 packets).
- From Node 2: Can send data to Node 0 (7 packets), Node 1 (4 packets), Node 3 (4 packets), and Node 4 (11 packets).
- From Node 3: Can send data to Node 0 (4 packets), Node 1 (8 packets), Node 2 (14 packets), and Node 4 (19 packets).
- From Node 4: Can send data to Node 0 (10 packets), Node 2 (6 packets), Node 3 (19 packets), and Node 5 (13 packets).
- From Node 5 (Destination): Can send data back to Node 0 (10 packets), Node 1 (15 packets), Node 2 (20 packets), Node 3 (19 packets), and Node 4 (10 packets).

In this network, a capacity of ""0"" indicates there is no direct connection between the two nodes.

The task is to calculate the maximum number of data packets that can be sent from Node 0 (the source) to Node 5 (the destination) without exceeding the capacity of any individual connection. In other words, what is the maximum flow possible in this network? What is the maximum data that can be sent from the source to the destination in thousands of packets per unit time?",[49.0]
['Capacitated Facility Location Problem'],"In a quest to revamp its supply chain, MegaMart is at the crossroads of deciding the best way to distribute its products to eight retail stores scattered across the region. The company has identified nine potential locations for distribution centers, each with its own set of opening costs and capabilities. The challenge lies in selecting which distribution centers to open and determining the most cost-effective way to transport goods, ensuring that the demands of all retail stores are met without overshooting the budget.

Given Data:
- Number of Potential Distribution Centers: 9
- Number of Retail Stores Needing Supply: 8

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000
- Center 7: $182,000
- Center 8: $186,000
- Center 9: $174,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- Starting from Center 1: Costs are $3 to Store 1, $7 to Store 2, $4 to Store 3, $6 to Store 4, $5 to Store 5, $8 to Store 6, $9 to Store 7, and $2 to Store 8.
- Starting from Center 2: Costs are $5 to Store 1, $3 to Store 2, $6 to Store 3, $7 to Store 4, $4 to Store 5, $5 to Store 6, $10 to Store 7, and $3 to Store 8.
- Starting from Center 3: Costs are $6 to Store 1, $8 to Store 2, $5 to Store 3, $6 to Store 4, $7 to Store 5, $4 to Store 6, $8 to Store 7, and $5 to Store 8.
- Starting from Center 4: Costs are $4 to Store 1, $6 to Store 2, $7 to Store 3, $5 to Store 4, $6 to Store 5, $7 to Store 6, $9 to Store 7, and $4 to Store 8.
- Starting from Center 5: Costs are $7 to Store 1, $5 to Store 2, $6 to Store 3, $8 to Store 4, $5 to Store 5, $6 to Store 6, $7 to Store 7, and $3 to Store 8.
- Starting from Center 6: Costs are $8 to Store 1, $4 to Store 2, $5 to Store 3, $6 to Store 4, $7 to Store 5, $5 to Store 6, $6 to Store 7, and $4 to Store 8.
- Starting from Center 7: Costs are $5 to Store 1, $7 to Store 2, $4 to Store 3, $7 to Store 4, $6 to Store 5, $8 to Store 6, $5 to Store 7, and $6 to Store 8.
- Starting from Center 8: Costs are $6 to Store 1, $5 to Store 2, $8 to Store 3, $4 to Store 4, $7 to Store 5, $6 to Store 6, $9 to Store 7, and $5 to Store 8.
- Starting from Center 9: Costs are $7 to Store 1, $6 to Store 2, $5 to Store 3, $7 to Store 4, $4 to Store 5, $7 to Store 6, $8 to Store 7, and $6 to Store 8.

Demand of Each Retail Store (in units):
- The demands are 414 units for Store 1, 920 units for Store 2, 530 units for Store 3, 780 units for Store 4, 625 units for Store 5, 475 units for Store 6, 880 units for Store 7, 610 units for Store 8

Supply Capacity of Each Distribution Center (in units):
- Capacities are 1,030 units for Center 1, $1250 for Center 2, $980 for Center 3, $1962 for Center 4, $1480 for Center 5, $1120 for Center 6, $1310 for Center 7, $1675 for Center 8 and $1420 for Center 9.

The objective of MegaMart is clear: to unfurl a distribution strategy that minimizes the total cost, including both the opening costs of selected distribution centers and the transportation costs of goods to the retail stores. The company must navigate through the maze of potential costs to find the most economical route that ensures all retail stores' demands are satisfied without excess.

Question:
What is the optimal total cost for MegaMart to open the necessary distribution centers and transport goods to meet all retail stores' demands, considering both the opening and transportation costs?

This question seeks a singular answer, the minimum possible total cost, encapsulating the strategic decision-making challenge MegaMart faces.",[590186.0]
"[""Capacitated Facility Location Problem""]","In the bustling world of retail, a company named RetailOpt is faced with the challenge of efficiently supplying nine of its stores from a selection of five possible distribution centers. This task involves not only selecting which distribution centers to open but also determining how to distribute goods in a way that minimizes the total cost, including both the opening costs of the distribution centers and the costs of transportation from these centers to the stores.

Given Data:
- Number of Potential Distribution Centers: 5
- Number of Retail Stores to be Supplied: 9

The Opening Costs for Each Distribution Center (in dollars) are as follows:
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000

The Transportation Cost Per Unit from Each Distribution Center to Each Retail Store (in dollars) varies considerably, presenting a complex matrix of options:
- From Center 1: $5 to Store 1, $2 to Store 2, $9 to Store 3, $1 to Store 4, $7 to Store 5, $4 to Store 6, $3 to Store 7, $8 to Store 8, and $5 to Store 9.
- From Center 2: $2 to Store 1, $4 to Store 2, $6 to Store 3, $5 to Store 4, $8 to Store 5, $3 to Store 6, $9 to Store 7, $7 to Store 8, and $5 to Store 9.
- From Center 3: $9 to Store 1, $1 to Store 2, $3 to Store 3, $4 to Store 4, $2 to Store 5, $7 to Store 6, $6 to Store 7, $5 to Store 8, and $8 to Store 9.
- From Center 4: $3 to Store 1, $5 to Store 2, $2 to Store 3, $8 to Store 4, $6 to Store 5, $9 to Store 6, $1 to Store 7, $4 to Store 8, and $7 to Store 9.
- From Center 5: $4 to Store 1, $3 to Store 2, $7 to Store 3, $2 to Store 4, $1 to Store 5, $5 to Store 6, $8 to Store 7, $6 to Store 8, and $9 to Store 9.

Each Retail Store has its own demand for units, totaling:
- Store 1 needs 739 units; Store 2 needs 491 units; Store 3 needs 832 units; Store 4 needs 567 units; Store 5 needs 913 units; Store 6 needs 642 units; Store 7 needs 755 units; Store 8 needs 981 units; Store 9 needs 480 units.

Meanwhile, the Supply Capacity of Each Distribution Center (in units) determines how much each center can distribute:
- Center 1: 1825 units
- Center 2: 1821 units
- Center 3: 1365 units
- Center 4: 1929 units
- Center 5: 1502 units

This scenario presents RetailOpt with a complex optimization puzzle: How to meet the demands of all nine retail stores in the most cost-effective manner. The decision involves selecting which distribution centers to open and determining the distribution routes to minimize the total cost incurred from opening costs and transportation costs.

Question:
What is the optimal total cost for RetailOpt to open the necessary distribution centers and transport goods to meet all nine retail stores' demands, considering both the opening costs of the centers and the transportation costs of supplying the stores?",[612877.0]
"[""Transportation Problem""]","The China Railroad Ministry is in the process of planning relocations of freight cars among 5 regions of the country to get ready for the fall harvest. Moving a car from locations 1 to 2 costs 15 units. Moving a car from location 1 to 3 costs 18 units. Moving a car from location 1 to 4 costs 11 units. Moving a car from location 1 to 5 costs 28 units. Moving a car from location 2 to 3 costs 18 units. Moving a car from location 2 to 4 costs 8 units. Moving a car from location 2 to 5 costs 49 units. Moving a car from location 3 to 4 costs 9 units. Moving a car from location 3 to 5 costs 27 units. Moving a car from location 4 to 5 costs 20 units. At location 1, there are currently 120 cars present, but 150 cars are needed. At location 2, there are currently 330 cars present, but 200 cars are needed. At location 3, there are currently 400 cars present, but 600 cars are needed. At location 4, there are currently 400 cars present, but 200 cars are needed. At location 5, there are currently 600 cars present, but 400 cars are needed. Write down a linear optimization to compute the least costly way to move the cars such us the need is met.",[2250.0]
['Blending Problem'],"Solar Oil Company is a gasoline refiner and wholesaler. It sells two products to gas stations: regular and premium gasoline. It makes these two final products by blending together four raw gasolines and some chemical additives (the amount and cost of the additives per barrel are assumed to be independent of the mixture). Each gasoline has an octane rating that reflects its energy content. The four types of raw gasoline have octane ratings and daily availability as follows: raw gasoline 1 with 86 octane is available up to 20,000 barrels per day at a cost of $17.00 per barrel, raw gasoline 2 with 88 octane can be purchased up to 15,000 barrels per day at $18.00 per barrel, raw gasoline 3 with 92 octane is available up to 15,000 barrels daily at $20.50 per barrel, and raw gasoline 4 with 96 octane has a daily availability of 10,000 barrels at $23.00 per barrel. The required minimum octane for each final gasoline product is 89 for regular, which sells at $19.50 per barrel with a maximum daily demand of 35,000 barrels, and 93 for premium gasoline, priced at $22.00 per barrel with a demand of up to 23,000 barrels per day. Solar Oil can sell all the gas it produces up to that amount. The blending of gasoline is approximately a linear operation in terms of volume and octane. If x barrels of 80 octane gasoline are blended with y barrels of 90 octane gasoline, this produces x + y barrels of gasoline with an octane of (80x + 90y)/(x+y). There is no significant volume gain or loss, and octane of the mixture is a weighted average of the octanes of the inputs. Find the maximal profit of the company.",[42141.0]
"[""Diet Problem""]","Imagine you're planning your meals for the week and you want to keep everything balanced: enough nutrients for a healthy lifestyle but also manageable costs. You have six food options to consider: Chicken, Rice, Vegetables, Bread, Almonds, and Salmon. Each of these foods has its own nutritional content in terms of proteins, carbs, and calories, and also its own cost.

Here's a summary of what each food offers and its cost:

- Chicken: Offers 16 grams of protein, 8 grams of carbohydrates, and 50 calories for $2.
- Rice: Provides 11 grams of protein, 24 grams of carbohydrates, and 90 calories for $3.
- Vegetables: Gives you 1 gram of protein, 5 grams of carbohydrates, and a hefty 164 calories for $3.
- Bread: Packs in 6 grams of protein, 26 grams of carbohydrates, and 165 calories for $2.
- Almonds: Offer 2 grams of protein, 11 grams of carbohydrates, and 51 calories for $4.
- Salmon: Packs in a big punch with 19 grams of protein, 20 grams of carbohydrates, and provides 238 calories for $10.

You aim to hit at least 58 grams of protein, 150 grams of carbohydrates, and 2392 calories from whichever combination of these foods you choose. Your challenge is to determine the most affordable way to meet these nutritional targets with the six food options at your disposal. What is the minimum cost to satisfy all your nutritional needs for the week? Remember, your answer should indicate only the optimal cost value. You could only assign integral portions of each type of food.",[30.0]
['Capacitated Facility Location Problem'],"LogiChain Solutions is in the process of refining its logistics network to efficiently supply goods to nine retail stores, which are scattered across different locations. The company is considering the feasibility of opening up to eight different distribution centers. Each distribution center has a unique set of operational costs and capacities, as well as varying transportation costs for shipping goods to the retail stores. The challenge lies in selecting the most cost-effective combination of distribution centers to open and determining the optimal shipping routes to fulfill the demands of all retail stores while keeping the total operational and transportation costs as low as possible.

Given Data:
- Number of Potential Distribution Centers: 8
- Number of Retail Stores Needing Supply: 9

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000
- Center 7: $182,000
- Center 8: $186,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1 to Stores: $3 to Store 1, $3 to Store 2, $5 to Store 3, $4 to Store 4, $3 to Store 5, $5 to Store 6, $2 to Store 7, $4 to Store 8, $2 to Store 9
- From Center 2 to Stores: $4 to Store 1, $5 to Store 2, $1 to Store 3, $4 to Store 4, $2 to Store 5, $5 to Store 6, $4 to Store 7, $1 to Store 8, $1 to Store 9
- From Center 3 to Stores: $3 to Store 1, $3 to Store 2, $2 to Store 3, $4 to Store 4, $4 to Store 5, $3 to Store 6, $4 to Store 7, $4 to Store 8, $1 to Store 9
- From Center 4 to Stores: $3 to Store 1, $5 to Store 2, $3 to Store 3, $5 to Store 4, $1 to Store 5, $2 to Store 6, $4 to Store 7, $1 to Store 8, $4 to Store 9
- From Center 5 to Stores: $2 to Store 1, $2 to Store 2, $1 to Store 3, $2 to Store 4, $5 to Store 5, $2 to Store 6, $4 to Store 7, $4 to Store 8, $4 to Store 9
- From Center 6 to Stores: $4 to Store 1, $5 to Store 2, $3 to Store 3, $1 to Store 4, $4 to Store 5, $2 to Store 6, $4 to Store 7, $2 to Store 8, $2 to Store 9
- From Center 7 to Stores: $4 to Store 1, $5 to Store 2, $2 to Store 3, $2 to Store 4, $4 to Store 5, $2 to Store 6, $2 to Store 7, $4 to Store 8, $4 to Store 9
- From Center 8 to Stores: $1 to Store 1, $5 to Store 2, $5 to Store 3, $2 to Store 4, $5 to Store 5, $2 to Store 6, $1 to Store 7, $4 to Store 8, $4 to Store 9

Demand of Each Retail Store (in units):
- Store 1: 779 units
- Store 2: 892 units
- Store 3: 440 units
- Store 4: 556 units
- Store 5: 414 units
- Store 6: 464 units
- Store 7: 920 units
- Store 8: 743 units
- Store 9: 528 units

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1447 units
- Center 2: 1886 units
- Center 3: 1962 units
- Center 4: 1392 units
- Center 5: 1191 units
- Center 6: 1218 units
- Center 7: 1088 units
- Center 8: 1178 units

Question:
What is the optimal total cost for LogiChain Solutions to open the necessary distribution centers and transport goods to meet all the demands of the nine retail stores? This cost includes both the opening costs of the centers and the transportation costs of supplying the stores.",[556908.0]
['Diet Problem'],"Imagine you're on a mission to optimize your daily meal plan. You're aiming to fulfill your daily nutritional intake while keeping your expenses as low as possible. In front of you, you have a selection of nine different food items: Beef, Pasta, Broccoli, Chicken, Apple, Pork, Lentils, Eggs, and Cheese. Each of these foods has its own cost, protein, carbohydrate, and calorie content.

Let's take a look at the nutritional details and price of each food item:

- Beef: For a cost of $5, serves you with 18 grams of protein, 13 grams of carbohydrates, and 233 calories. 
- Pasta: Comes at $6, but it provides 2 grams of protein, 25 grams of carbohydrates, and 251 calories. 
- Broccoli: Costs $5, and gives 7 grams of protein, 30 grams of carbohydrates, and 191 calories. 
- Chicken: Offers 20 grams of protein, 16 grams of carbohydrates, and 231 calories at a cost of $4. 
- Apple: At $1, provides 5 grams of protein, 6 grams of carbohydrates, and 111 calories. 
- Pork: Priced at $6, gives you 13 grams of protein, 9 grams of carbohydrates, and 275 calories. 
- Lentils: Costing $1, it provides 15 grams of protein, 18 grams of carbohydrates, and 99 calories. 
- Eggs: For $2, they serve 20 grams of protein, 18 grams of carbohydrates, and 210 calories. 
- Cheese: At $7, it provides 9 grams of protein, 14 grams of carbohydrates, and 74 calories. 

Your daily dietary requirements are to consume at least 68 grams of protein, 151 grams of carbohydrates, and 1900 calories. The question before you is: How can you meet these nutritional targets in the most cost-effective way using the food options provided? In other words, what is the least amount of money you need to spend in order to fulfill your daily nutritional requirements? You could only assign integral portions of each type of food.",[18.0]
['TravelingSalesman'],"Imagine a scenario where a salesperson has to visit five different cities, labeled as City 1, City 2, City 3, City 4, and City 5. The objective for the salesperson is to minimize the travel costs associated with visiting each city exactly once and then returning to the starting city. The salesperson can begin their journey from any of the cities.

Here are the travel costs between the cities:
- Traveling from City 1 to City 2 costs 46 units, to City 3 costs 63 units, to City 4 costs 54 units, and to City 5 costs 45 units.
- From City 2, it costs 46 units to reach City 1, 48 units to get to City 3, 50 units to reach City 4, and 51 units to travel to City 5.
- From City 3, the travel costs are 63 units to City 1, 48 units to City 2, 31 units to City 4, and 64 units to City 5.
- From City 4, the expenses are 54 units to City 1, 50 units to City 2, 31 units to City 3, and a steep 94 units to get to City 5.
- Lastly, traveling from City 5 involves costs of 45 units to City 1, 51 units to City 2, 64 units to City 3, and 94 units to City 4.

What is the minimum total travel cost for the salesperson to visit each city exactly once and return to the starting point?",[229.0]
['Transportation Problem'],"In a region divided into four districts, each district has a certain amount of food supplies available but requires a specific amount to adequately prepare for an upcoming season. Here's the breakdown of the current food supplies and the needed quantities:

- District 1 currently has 412 units of food but only needs 74 units.
- District 2 has 92 units but needs a substantial increase to 334 units.
- District 3 has 265 units, yet it requires only 61 units.
- District 4 holds 342 units of food and needs 352 units.

To redistribute these food supplies, there are costs associated with transporting food from one district to another. The transportation costs between the districts are as follows:

- From District 1: To District 2 costs 20 units, to District 3 costs 43 units, to District 4 costs 1 unit.
- From District 2: To District 1 costs 42 units, to District 3 costs 32 units, to District 4 costs 13 units.
- From District 3: To District 1 costs 27 units, to District 2 costs 5 units, to District 4 costs 10 units.
- From District 4: To District 1 costs 30 units, to District 2 costs 22 units, to District 3 costs 9 units.

The goal is to ensure each district has the amount of food it needs, and to achieve this at the lowest possible transportation cost. What is the minimum cost required to achieve the optimal distribution of food supplies across all districts?",[1600.0]
"[""Diet Problem""]","You have been assigned as the personal dietitian for a professional athlete, who is intent on maintaining a strict diet while also minimizing their grocery bill. You have six different food items to utilize: Eggs, Chicken, Tofu, Salmon, Brown Rice, and Spinach. Each of these food items provides specific amounts of protein, carbohydrates, and calories, and each comes at a different cost.

Here's a quick breakdown of what each food offers and its cost:

- Eggs: Provides 1 gram of protein, 13 grams of carbohydrates, and 211 calories for $10.
- Chicken: Offers 4 grams of protein, 10 grams of carbohydrates, and 256 calories for $9.
- Tofu: Delivers a whopping 13 grams of protein, 9 grams of carbohydrates, and 273 calories for just $2.
- Salmon: Gives 8 grams of protein, 3 grams of carbohydrates, and 54 calories for $10.
- Brown Rice: Provides 7 grams of protein, 13 grams of carbohydrates, and 93 calories for $8.
- Spinach: Packs in 8 grams of protein, 16 grams of carbohydrates, and 52 calories for only $1.

The athlete's nutritional goals are at least 60 grams of protein, 122 grams of carbohydrates, and 2028 calories daily. 

Your challenge is to design the most cost-effective daily meal plan that meets all these nutritional targets using these six food options. What is the least amount of money the athlete would have to spend to meet their nutritional requirements? You could only assign integral portions of each type of food.",[18.0]
"[""Transportation Problem""]","The China Railroad Ministry is in the process of planning relocations of freight cars among 5 regions of the country to get ready for the fall harvest. The following presents the costs of moving a car between each pair of regions. The costs are as follows: moving a car from region 1 to region 2 costs 10 units, to region 3 costs 12 units, to region 4 costs 17 units, and to region 5 costs 34 units. From region 2 to region 1 costs 10 units, to region 3 costs 18 units, to region 4 costs 8 units, and to region 5 costs 46 units. From region 3, moving a car to region 1 costs 12 units, to region 2 costs 18 units, to region 4 costs 9 units, and to region 5 costs 27 units. From region 4, the cost to move a car to region 1 is 17 units, to region 2 is 8 units, to region 3 is 9 units, and to region 5 is 20 units. Lastly, from region 5 to region 1 the cost is 34 units, to region 2 is 46 units, to region 3 is 27 units, and to region 4 is 20 units. The following displays the current number of cars and the number needed for harvest shipping in each region. Region 1 currently has 115 cars but needs 200. Region 2 has 385 cars available but requires 500. Region 3 has 410 cars against a need of 800. Region 4 is currently equipped with 480 cars, yet the need is only for 200. Finally, region 5 has 610 cars available, with a need for 300 cars. Minimize the cost to move the cars such as the need is met. ",[11370.0]
"[""Minimum Cost Flow Problem""]","Imagine you are tasked with managing the distribution of medical supplies among seven regional hospitals to ensure each has enough supplies to handle an impending health crisis. Each hospital starts with a certain stock of supplies but requires a different amount to be fully prepared.

Hereâ€™s the current stock and the required supplies for each hospital:

- Hospital 1 has 160 units but needs 19 units.
- Hospital 2 has 353 units but needs 138 units.
- Hospital 3 has 171 units but needs 110 units.
- Hospital 4 has 193 units but needs 446 units.
- Hospital 5 has 102 units but needs 341 units.
- Hospital 6 has 429 units but needs 428 units.
- Hospital 7 has 284 units but needs 47 units.

To aid in your task, you can transport supplies between hospitals, but there are costs associated with each transfer depending on the routes taken. Here is the cost matrix showing the transfer costs between each pair of hospitals:

- From/To Hospital 1: To 2 costs 12, to 3 costs 47, to 4 costs 39, to 5 costs 4, to 6 costs 21, to 7 costs 31.
- From/To Hospital 2: To 1 costs 14, to 3 costs 39, to 4 costs 12, to 5 costs 31, to 6 costs 29, to 7 costs 15.
- From/To Hospital 3: To 1 costs 15, to 2 costs 6, to 4 costs 26, to 5 costs 12, to 6 costs 5, to 7 costs 3.
- From/To Hospital 4: To 1 costs 39, to 2 costs 47, to 3 costs 42, to 5 costs 33, to 6 costs 48, to 7 costs 2.
- From/To Hospital 5: To 1 costs 35, to 2 costs 25, to 3 costs 46, to 4 costs 12, to 6 costs 25, to 7 costs 45.
- From/To Hospital 6: To 1 costs 39, to 2 costs 28, to 3 costs 28, to 4 costs 11, to 5 costs 16, to 7 costs 13.
- From/To Hospital 7: To 1 costs 42, to 2 costs 43, to 3 costs 49, to 4 costs 41, to 5 costs 41, to 6 costs 18.

Your goal is to ensure that every hospital has the supplies it requires at the lowest possible transportation cost. What would be the minimum cost to ensure all hospitals are adequately supplied?",[6218.0]
"[""TravelingSalesman""]","In a scenario involving a sales representative tasked with visiting four distinct cities to promote their product, we identify these cities as A, B, C, and D. The representative has the flexibility to commence their travels from any city but is required to make a stop at each city exactly once before returning to their starting point. The primary objective for the sales representative is to minimize their overall travel expenses, which might encompass aspects like distance, time, or monetary costs.

Hereâ€™s a breakdown of the travel costs between each city:
- From City A, the cost is 19 units to City B, 45 units to City C, and 30 units to City D.
- Traveling from City B, it costs 19 units to reach City A, 89 units to City C, and 46 units to City D.
- From City C, the journey costs 45 units to City A, 89 units to City B, and merely 11 units to City D.
- Lastly, from City D, the travel expenses are 30 units to City A, 46 units to City B, and 11 units to City C.

Given this setup, what is the minimum total travel cost for the salesperson to visit each city exactly once and return to the starting city?",[121.0]
['Transportation Problem'],"Suppose you are the chief logistic officer of a large food distribution company and you have the responsibility to ensure that food resources are adequately distributed to four district warehouses. Each warehouse currently holds a certain quantity of food but there are specific requirements that must be met to cater to the demand in each district.

Here is the present quantity of food stocks and the required quantity for each warehouse:

- Warehouse 1 has 500 tons of food but needs only 17 tons.
- Warehouse 2 has 497 tons of food but requires 65 tons.
- Warehouse 3 is stocked with 354 tons but needs 26 tons.
- Warehouse 4 currently holds 223 tons but needs a more substantial 332 tons of food.

You have the capacity to move food from one warehouse to another, but each movement comes with a transportation cost. The cost varies depending on which warehouses you are moving the food between. The following list outlines the cost of moving food from one warehouse to any other:

- Moving food from/to Warehouse 1: To Warehouse 2 costs 17, to Warehouse 3 costs 3, to Warehouse 4 costs 5.
- Moving food from/to Warehouse 2: To Warehouse 1 costs 39, to Warehouse 3 costs 18, to Warehouse 4 costs 50.
- Moving food from/to Warehouse 3: To Warehouse 1 costs 8, to Warehouse 2 costs 45, to Warehouse 4 costs 15.
- Moving food from/to Warehouse 4: To Warehouse 1 costs 11, to Warehouse 2 costs 4, to Warehouse 3 costs 29.

Your task is to ensure each warehouse has the required amount of food while keeping the transportation cost as minimal as possible. What would be the lowest cost to ensure all warehouses are adequately stocked with food? Remember, your response should only contain the optimal value and the scenario should be based on relocation.",[545.0]
['TravelingSalesman'],"Consider a scenario where a courier delivery person needs to deliver packages to five different locations, labeled as E, F, G, H, and I. The courier can start from any location, but they need to deliver the package at each location exactly once and then return to their starting point. The task is to find the optimal route that minimizes total delivery cost. In this case, the delivery cost could represent distance, time, or fuel consumption. Here's a summary of the delivery costs between different locations: 

From Location E, it costs 65 units to reach F, 10 units to reach G, 25 units to reach H, and 82 units to reach I.
From Location F, it costs 65 units to deliver to E, 98 units to G, 42 units to H, and 26 units to I.
Moving from Location G, the costs are 10 units to E, 98 units to F, 75 units to H, and 72 units to I.
From Location H, it costs 25 units to go to E, 42 units to F, 75 units to G, and 46 units to I.
Finally, from Location I, it costs 82 units to deliver to E, 26 units to F, 72 units to G, and 46 units to H.

Considering these costs, what is the minimum total delivery cost for the courier to deliver a package at each location exactly once and return to the starting location? The optimal value is asked for in this problem.",[175.0]
['Capacitated Facility Location Problem'],"In the bustling world of retail, LogiChain, a renowned logistics company, is at a crossroads in determining the most efficient way to distribute products to its network of eight retail stores. The challenge lies in selecting from four strategic distribution centers, each with its distinct opening costs and supply capacities. The goal is to ensure that each store's demand is met with the least total cost, incorporating both the opening of distribution centers and the transportation costs of delivering goods.

Here are the specifics of the situation:

- LogiChain can open any of the four distribution centers, each with a different opening cost.
- There are eight retail stores in need of supplies, each with its unique demand.
- The transportation cost per unit of product varies not only from one distribution center to another but also from one store to another.

The details are as follows:

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $5 to Store 1, $5 to Store 2, $2 to Store 3, $3 to Store 4, $3 to Store 5, $3 to Store 6, $5 to Store 7, $4 to Store 8
- From Center 2: $3 to Store 1, $5 to Store 2, $2 to Store 3, $4 to Store 4, $2 to Store 5, $4 to Store 6, $5 to Store 7, $1 to Store 8
- From Center 3: $4 to Store 1, $2 to Store 2, $5 to Store 3, $4 to Store 4, $1 to Store 5, $1 to Store 6, $3 to Store 7, $3 to Store 8
- From Center 4: $2 to Store 1, $4 to Store 2, $4 to Store 3, $3 to Store 4, $4 to Store 5, $4 to Store 6, $1 to Store 7, $3 to Store 8

Demand of Each Retail Store (in units):
- Store 1: 884 units
- Store 2: 420 units
- Store 3: 566 units
- Store 4: 673 units
- Store 5: 787 units
- Store 6: 1000 units
- Store 7: 715 units
- Store 8: 413 units

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1041 units
- Center 2: 1576 units
- Center 3: 1364 units
- Center 4: 1697 units

Given these variables, LogiChain must make a calculated decision on which distribution centers to open and how to allocate shipments to meet the demands of the eight stores in the most cost-effective manner.

Question:
What is the optimal total cost for LogiChain to open distribution centers and transport goods to satisfy the demand of all eight retail stores, taking both the opening costs and transportation costs into account?",[637573.0]
"[""Diet Problem""]","Imagine you're meticulously planning your weekly meals to ensure you're hitting all your nutritional goals while sticking to a budget. You're considering five diverse food items, each with unique nutritional benefits and costs. 

Here's a breakdown of what each food offers and its cost:

- Food_1: Delivers 3 grams of protein, 16 grams of carbohydrates, and 96 calories for $9.
- Food_2: Provides 17 grams of protein, 24 grams of carbohydrates, and 182 calories for $9.
- Food_3: Offers 16 grams of protein, 27 grams of carbohydrates, and 114 calories for just $2.
- Food_4: Contains 8 grams of protein, 16 grams of carbohydrates, and 208 calories for $9.
- Food_5: Supplies 6 grams of protein, 6 grams of carbohydrates, and 236 calories for $5.

Your dietary targets for the week are to consume at least 100 grams of protein, 180 grams of carbohydrates, and 1796 calories. Your challenge is to determine the most cost-effective combination of these food items to meet or exceed these nutritional requirements. What is the cheapest cost to achieve your dietary goals? You could only assign integral portions of each type of food.",[32.0]
['Diet Problem'],"Picture this: you're trying to plan your meals for the day and you're aiming to get the right amount of nutrients, but also want to keep your expenses low. You have four different food options to choose from: Chicken, Cheese, Rice, and Beans. Each of these foods has a certain amount of protein, carbs, and calories, and each comes with its own price.

Here's a brief overview of what each food provides and its cost:

- Chicken: Gives you 16 grams of protein, 22 grams of carbohydrates, and 292 calories for $5.
- Cheese: Offers 10 grams of protein, 4 grams of carbohydrates, and 82 calories for $9.
- Rice: Provides 12 grams of protein, 21 grams of carbohydrates, and 207 calories for just $2.
- Beans: Packs 13 grams of protein, 14 grams of carbohydrates, and 81 calories for a single dollar.

You need to ensure you consume at least 94 grams of protein, 191 grams of carbohydrates, and 2271 calories from the combination of these foods you choose. Your goal is to determine the most cost-effective way to reach these nutritional targets with these four food options. What is the minimum cost to meet your nutritional requirements?",[22.0]
